,query_id,client_email,query_heading,query_description,status,date_raised,date_closed
2782,Q2783,kennethhuang@example.org,Payment Failure,EMI option not available anymore.,Closed,10-05-2025,16-05-2025
2783,Q2784,elizabeth19@example.org,Subscription Cancellation,Can’t contact support post cancellation.,Closed,29-01-2025,01-02-2025
2784,Q2785,catherinecox@example.org,Billing Problem,Need clarification on currency charges.,Closed,20-05-2025,30-05-2025
2785,Q2786,ksmith@example.org,Bug Report,Unable to delete old entries.,Closed,10-07-2025,11-07-2025
2786,Q2787,matthewgarcia@example.com,UI Feedback,Sidebar hides important links.,Closed,30-03-2025,01-04-2025
2787,Q2788,petersangela@example.org,Login Issue,Two-factor authentication is not sending code.,Closed,12-04-2025,16-04-2025
2788,Q2789,timothybanks@example.org,UI Feedback,Text is too small on mobile.,Closed,29-03-2025,04-04-2025
2789,Q2790,shepherdrandy@example.net,UI Feedback,Filter section takes too much space.,Closed,11-03-2025,13-03-2025
2790,Q2791,brandon76@example.net,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,06-06-2025,16-06-2025
2791,Q2792,stricklandjonathan@example.com,Account Suspension,Received policy violation but unclear why.,Closed,01-05-2025,02-05-2025
2792,Q2793,pittsstephanie@example.com,Feature Request,Provide more chart types in dashboard.,Closed,26-04-2025,27-04-2025
2793,Q2794,jessicadean@example.org,Payment Failure,Payment success mail delayed.,Closed,18-04-2025,19-04-2025
2794,Q2795,khughes@example.com,Bug Report,Blank screen after form submission.,Closed,01-06-2025,05-06-2025
2795,Q2796,andrefrazier@example.net,Feature Request,Requesting PDF report generation.,Closed,28-06-2025,29-06-2025
2796,Q2797,kevin86@example.org,Bug Report,Chart not updating after data refresh.,Closed,24-07-2025,02-08-2025
2797,Q2798,joshuasmith@example.net,Login Issue,Redirect loop after logging in.,Closed,10-03-2025,11-03-2025
2798,Q2799,sallen@example.org,Billing Problem,Unable to update billing address.,Closed,21-06-2025,02-07-2025
2799,Q2800,thompsonmary@example.com,Bug Report,Chart not updating after data refresh.,Closed,16-03-2025,22-03-2025
2800,Q2801,jasoncampos@example.net,Bug Report,Tab focus jumps incorrectly.,Closed,07-07-2025,10-07-2025
2801,Q2802,rgarcia@example.net,Technical Support,Can’t sync data across devices.,Closed,25-07-2025,05-08-2025
2802,Q2803,stephaniebooth@example.com,Login Issue,Login working on browser but not app.,Closed,02-04-2025,04-04-2025
2803,Q2804,john27@example.org,Feature Request,Multi-user role system would help.,Closed,14-07-2025,15-07-2025
2804,Q2805,charlessmith@example.net,UI Feedback,Font inconsistent across pages.,Closed,08-02-2025,14-02-2025
2805,Q2806,brandimercado@example.com,Feature Request,Need voice assistant for dashboard.,Closed,11-04-2025,23-04-2025
2806,Q2807,bsmith@example.com,Data Export,Data export not matching preview.,Closed,12-03-2025,13-03-2025
2807,Q2808,plopez@example.org,Account Suspension,Suspension mail was too vague.,Closed,17-07-2025,20-07-2025
2808,Q2809,stuartsarah@example.org,Subscription Cancellation,Data wiped immediately after cancel.,Closed,12-02-2025,13-02-2025
2809,Q2810,william57@example.com,Billing Problem,Duplicate transaction found.,Closed,27-07-2025,11-08-2025
2810,Q2811,johnsonjoshua@example.net,UI Feedback,Dropdowns too close together.,Closed,23-03-2025,24-03-2025
2811,Q2812,gmclaughlin@example.net,Technical Support,Settings not saving properly.,Closed,14-07-2025,25-07-2025
2812,Q2813,nrogers@example.org,Login Issue,Account seems to be disabled.,Closed,25-02-2025,05-03-2025
2813,Q2814,walkerdanny@example.com,Login Issue,Error 401 appearing on login.,Closed,23-07-2025,24-07-2025
2814,Q2815,chase47@example.com,Bug Report,Dropdown not loading values.,Closed,18-07-2025,23-07-2025
2815,Q2816,cruzscott@example.org,Bug Report,Filter not retaining after refresh.,Closed,16-05-2025,18-05-2025
2816,Q2817,loriwolf@example.com,Login Issue,Unable to login with correct credentials.,Closed,07-06-2025,08-06-2025
2817,Q2818,phillipdiaz@example.com,Feature Request,Need in-app video tutorials.,Closed,09-04-2025,11-04-2025
2818,Q2819,wmcintyre@example.net,Bug Report,Search bar resets randomly.,Closed,12-02-2025,14-02-2025
2819,Q2820,justinavery@example.net,Billing Problem,Incorrect tax calculations.,Closed,17-07-2025,30-07-2025
2820,Q2821,raybrown@example.com,Bug Report,Form validation not working properly.,Closed,25-05-2025,30-05-2025
2821,Q2822,stephaniecarter@example.net,Bug Report,Blank screen after form submission.,Closed,20-07-2025,01-08-2025
2822,Q2823,hgoodwin@example.com,Billing Problem,Incorrect tax calculations.,Closed,18-03-2025,25-03-2025
2823,Q2824,wardbrittany@example.net,Account Suspension,"Got auto-ban, never violated terms.",Closed,09-02-2025,15-02-2025
2824,Q2825,julie53@example.com,Bug Report,Chart not updating after data refresh.,Closed,08-05-2025,10-05-2025
2825,Q2826,sfreeman@example.net,Technical Support,Feature working on web but not mobile.,Closed,20-03-2025,24-03-2025
2826,Q2827,iholloway@example.net,Feature Request,Multi-user role system would help.,Closed,14-03-2025,28-03-2025
2827,Q2828,rwest@example.net,Payment Failure,Need GST invoice after payment.,Closed,23-06-2025,03-07-2025
2828,Q2829,meghan76@example.org,Account Suspension,Can’t access services due to ban.,Closed,31-01-2025,07-02-2025
2829,Q2830,ricardo52@example.org,Data Export,Need monthly data dump in CSV.,Closed,24-06-2025,06-07-2025
2830,Q2831,maria65@example.org,Technical Support,Cannot upload files to cloud.,Closed,10-03-2025,13-03-2025
2831,Q2832,gcurtis@example.net,UI Feedback,Table headers not sticky.,Closed,27-05-2025,13-06-2025
2832,Q2833,athomas@example.org,UI Feedback,Color scheme hard to read in sunlight.,Closed,21-07-2025,22-07-2025
2833,Q2834,petercastillo@example.com,Subscription Cancellation,Still charged after cancellation.,Opened,06-04-2025,
2834,Q2835,kevin46@example.org,Login Issue,Account locked after failed attempts.,Closed,13-03-2025,27-03-2025
2835,Q2836,ydaniels@example.com,Feature Request,Can you include language translation?,Closed,02-04-2025,05-04-2025
2836,Q2837,pgraves@example.org,Payment Failure,Payment gateway not redirecting.,Closed,01-05-2025,03-05-2025
2837,Q2838,ageorge@example.org,Bug Report,Color scheme inconsistent.,Closed,10-06-2025,11-06-2025
2838,Q2839,jessicaleon@example.org,Login Issue,Login working on browser but not app.,Closed,16-02-2025,22-02-2025
2839,Q2840,kathleengriffin@example.com,Technical Support,App crashes after update.,Closed,27-07-2025,31-07-2025
2840,Q2841,richardnorris@example.net,Technical Support,Feature working on web but not mobile.,Closed,25-07-2025,08-08-2025
2841,Q2842,xmoran@example.org,Bug Report,Filter not retaining after refresh.,Closed,03-06-2025,22-06-2025
2842,Q2843,matthew56@example.com,UI Feedback,Error messages not clear enough.,Closed,06-05-2025,11-05-2025
2843,Q2844,mturner@example.org,Login Issue,Cannot log in on mobile app.,Closed,03-02-2025,07-02-2025
2844,Q2845,mitchellteresa@example.com,Data Export,Charts not included in report export.,Closed,02-03-2025,13-03-2025
2845,Q2846,thomas06@example.com,Payment Failure,Need GST invoice after payment.,Closed,26-05-2025,31-05-2025
2846,Q2847,juliahernandez@example.com,UI Feedback,Graphs too compressed on mobile view.,Closed,24-05-2025,28-05-2025
2847,Q2848,owilliamson@example.net,Data Export,Export button missing from UI.,Closed,04-07-2025,16-07-2025
2848,Q2849,christopher26@example.org,Account Suspension,Unjustified account suspension request.,Closed,27-05-2025,11-06-2025
2849,Q2850,jamesgarcia@example.net,Login Issue,Getting 'user not found' even with valid ID.,Closed,11-02-2025,13-02-2025
2850,Q2851,danielle38@example.org,Payment Failure,Promo code not working during payment.,Closed,30-06-2025,06-07-2025
2851,Q2852,martinezalex@example.net,Account Suspension,Unjustified account suspension request.,Closed,15-02-2025,28-02-2025
2852,Q2853,bensonterry@example.org,Subscription Cancellation,Wrong account cancelled.,Closed,12-04-2025,15-04-2025
2853,Q2854,thomasmaxwell@example.net,Data Export,Export feature is not generating files.,Closed,22-06-2025,25-06-2025
2854,Q2855,washingtonjonathan@example.org,Account Suspension,Need reason for my suspension.,Closed,14-06-2025,24-06-2025
2855,Q2856,mark51@example.com,Technical Support,Cannot upload files to cloud.,Closed,27-04-2025,03-05-2025
2856,Q2857,elizabeth80@example.org,Bug Report,Back button doesn’t work.,Closed,04-07-2025,07-07-2025
2857,Q2858,kylepotter@example.com,UI Feedback,Text is too small on mobile.,Closed,18-06-2025,20-06-2025
2858,Q2859,downscharles@example.org,Login Issue,Forgot my password and reset isn’t working.,Closed,02-04-2025,08-04-2025
2859,Q2860,bethanyjimenez@example.com,Payment Failure,Payment failed due to card error.,Closed,06-02-2025,13-02-2025
2860,Q2861,landrydawn@example.net,Login Issue,Login working on browser but not app.,Closed,24-04-2025,03-05-2025
2861,Q2862,longcrystal@example.net,Feature Request,Can we have auto-save for drafts?,Opened,10-03-2025,
2862,Q2863,barbara51@example.org,Technical Support,Slow performance during peak hours.,Closed,09-04-2025,10-04-2025
2863,Q2864,panderson@example.org,Login Issue,Captcha keeps looping during login.,Closed,13-05-2025,19-05-2025
2864,Q2865,cassiebriggs@example.com,Feature Request,Request feature to duplicate projects.,Closed,23-04-2025,25-04-2025
2865,Q2866,rodneylopez@example.com,Feature Request,Provide more chart types in dashboard.,Closed,14-07-2025,15-07-2025
2866,Q2867,smithkaren@example.org,Data Export,Export email not received.,Closed,18-07-2025,22-07-2025
2867,Q2868,mhicks@example.org,Payment Failure,Need confirmation after retry.,Closed,29-04-2025,06-05-2025
2868,Q2869,nhunt@example.net,Data Export,Export email not received.,Closed,23-06-2025,03-07-2025
2869,Q2870,teresa90@example.org,Feature Request,Save filter views for reuse.,Closed,26-02-2025,01-03-2025
2870,Q2871,aprilgilmore@example.org,Feature Request,Please add support for dark mode.,Closed,20-03-2025,21-03-2025
2871,Q2872,kenneth13@example.org,Bug Report,Unable to delete old entries.,Closed,31-03-2025,07-04-2025
2872,Q2873,breed@example.org,UI Feedback,Too many clicks to perform actions.,Closed,17-02-2025,20-02-2025
2873,Q2874,fwilliams@example.net,Feature Request,Ability to bulk edit entries needed.,Closed,24-03-2025,25-03-2025
2874,Q2875,ycastillo@example.net,Subscription Cancellation,Received cancellation email but charged again.,Closed,22-03-2025,29-03-2025
2875,Q2876,keith12@example.org,UI Feedback,Font inconsistent across pages.,Closed,05-06-2025,15-06-2025
2876,Q2877,patrickcarney@example.com,Account Suspension,Can I restore my data after suspension?,Closed,09-03-2025,12-03-2025
2877,Q2878,rcalderon@example.org,Billing Problem,Bill shows usage I didn’t make.,Closed,20-02-2025,28-02-2025
2878,Q2879,ryanwest@example.net,Data Export,Auto-export not working on Fridays.,Closed,21-05-2025,22-05-2025
2879,Q2880,robbinsjessica@example.com,Feature Request,Can you include language translation?,Closed,12-07-2025,15-07-2025
2880,Q2881,lindsaygross@example.org,Data Export,Export button missing from UI.,Closed,08-05-2025,16-05-2025
2881,Q2882,perezryan@example.net,Login Issue,Forgot my password and reset isn’t working.,Closed,30-05-2025,31-05-2025
2882,Q2883,mhall@example.net,Payment Failure,Charged twice for one payment.,Closed,15-03-2025,17-03-2025
2883,Q2884,leslie19@example.com,UI Feedback,Text is too small on mobile.,Closed,29-03-2025,06-04-2025
2884,Q2885,landerson@example.org,Feature Request,Suggesting calendar integration.,Closed,09-05-2025,19-05-2025
2885,Q2886,kpatton@example.com,Feature Request,Save filter views for reuse.,Closed,24-07-2025,31-07-2025
2886,Q2887,jaclyn96@example.net,UI Feedback,Too many clicks to perform actions.,Closed,13-05-2025,16-05-2025
2887,Q2888,aclayton@example.net,Login Issue,Two-factor authentication is not sending code.,Closed,31-05-2025,02-06-2025
2888,Q2889,klong@example.net,UI Feedback,Buttons overlap on smaller screens.,Closed,23-06-2025,27-06-2025
2889,Q2890,jared86@example.net,Feature Request,Please add support for dark mode.,Closed,07-06-2025,18-06-2025
2890,Q2891,khenderson@example.com,UI Feedback,Alignment issues in forms.,Closed,15-03-2025,22-03-2025
2891,Q2892,lsoto@example.net,Bug Report,Filter not retaining after refresh.,Closed,16-07-2025,01-08-2025
2892,Q2893,palmercharles@example.org,Subscription Cancellation,Can’t contact support post cancellation.,Closed,30-03-2025,05-04-2025
2893,Q2894,mendezamy@example.net,Account Suspension,Received policy violation but unclear why.,Closed,01-07-2025,04-07-2025
2894,Q2895,whitney31@example.com,Data Export,Fields are missing in exported report.,Closed,05-03-2025,11-03-2025
2895,Q2896,mclaughlinsara@example.org,Subscription Cancellation,Data wiped immediately after cancel.,Closed,05-02-2025,14-02-2025
2896,Q2897,taylorrobert@example.org,Payment Failure,Payment success mail delayed.,Closed,19-06-2025,22-06-2025
2897,Q2898,judy87@example.org,Account Suspension,Can’t access services due to ban.,Closed,09-06-2025,18-06-2025
2898,Q2899,paulwhitehead@example.org,Billing Problem,Refund not credited after 7 days.,Closed,29-06-2025,02-07-2025
2899,Q2900,jacquelinewilliams@example.net,Subscription Cancellation,Auto-renew not turned off.,Closed,08-07-2025,14-07-2025
2900,Q2901,bmyers@example.com,UI Feedback,Table headers not sticky.,Closed,22-07-2025,28-07-2025
2901,Q2902,oconnorjohn@example.com,Bug Report,Exported file missing columns.,Closed,28-02-2025,15-03-2025
2902,Q2903,larrypratt@example.com,Login Issue,Forgot my password and reset isn’t working.,Closed,03-04-2025,07-04-2025
2903,Q2904,kelly74@example.net,Bug Report,Form validation not working properly.,Closed,07-05-2025,08-05-2025
2904,Q2905,heidigibbs@example.org,Account Suspension,Need help lifting restrictions.,Closed,29-05-2025,02-06-2025
2905,Q2906,anthonymiller@example.org,Payment Failure,Payment gateway not redirecting.,Closed,15-05-2025,29-05-2025
2906,Q2907,kreese@example.net,Data Export,Exported Excel has broken formatting.,Closed,01-03-2025,02-03-2025
2907,Q2908,pbullock@example.com,UI Feedback,Graphs too compressed on mobile view.,Closed,13-05-2025,30-05-2025
2908,Q2909,daniel24@example.net,UI Feedback,Error messages not clear enough.,Closed,02-07-2025,05-07-2025
2909,Q2910,campbellamanda@example.com,Technical Support,Can’t install latest update.,Closed,31-01-2025,08-02-2025
2910,Q2911,uyoung@example.com,Data Export,Exported Excel has broken formatting.,Closed,01-06-2025,08-06-2025
2911,Q2912,kayla16@example.com,Billing Problem,Incorrect tax calculations.,Closed,29-06-2025,03-07-2025
2912,Q2913,david74@example.net,Bug Report,Filter not retaining after refresh.,Closed,31-03-2025,04-04-2025
2913,Q2914,wardbrandon@example.org,Login Issue,Cannot log in on mobile app.,Closed,31-01-2025,06-02-2025
2914,Q2915,vmoreno@example.net,Bug Report,Blank screen after form submission.,Closed,21-03-2025,28-03-2025
2915,Q2916,jennifer63@example.org,Data Export,Data export not matching preview.,Closed,20-03-2025,27-03-2025
2916,Q2917,oweaver@example.net,Billing Problem,Billing cycle was reset unexpectedly.,Closed,06-04-2025,09-04-2025
2917,Q2918,ygarrett@example.org,Feature Request,Add folder structure to organize data.,Closed,08-04-2025,22-04-2025
2918,Q2919,christinaharper@example.com,Data Export,Need export in regional time zone.,Closed,10-05-2025,15-05-2025
2919,Q2920,ryan26@example.com,Data Export,Export button missing from UI.,Closed,27-06-2025,01-07-2025
2920,Q2921,kimberly23@example.net,Feature Request,Add folder structure to organize data.,Closed,18-07-2025,01-08-2025
2921,Q2922,martinezryan@example.org,Technical Support,Freezing during screen load.,Closed,12-03-2025,13-03-2025
2922,Q2923,mserrano@example.com,UI Feedback,Filter section takes too much space.,Closed,11-04-2025,13-04-2025
2923,Q2924,owong@example.org,UI Feedback,Graphs too compressed on mobile view.,Closed,14-06-2025,15-06-2025
2924,Q2925,xbenson@example.com,Payment Failure,Payment failed due to card error.,Closed,07-07-2025,25-07-2025
2925,Q2926,kaitlynpittman@example.com,Feature Request,Suggesting calendar integration.,Closed,21-04-2025,01-05-2025
2926,Q2927,ydixon@example.org,Login Issue,Two-factor authentication is not sending code.,Closed,05-03-2025,07-03-2025
2927,Q2928,ashley13@example.org,Subscription Cancellation,Auto-renew not turned off.,Closed,10-05-2025,11-05-2025
2928,Q2929,nhunter@example.com,Subscription Cancellation,Accidentally cancelled wrong plan.,Closed,18-06-2025,19-06-2025
2929,Q2930,ctorres@example.net,Technical Support,Graphs not rendering properly.,Closed,05-03-2025,09-03-2025
2930,Q2931,littlethomas@example.net,Bug Report,Unable to delete old entries.,Closed,10-07-2025,15-07-2025
2931,Q2932,duaneknapp@example.com,Data Export,Need monthly data dump in CSV.,Closed,16-06-2025,26-06-2025
2932,Q2933,gomezstephen@example.com,Data Export,Data export not matching preview.,Closed,01-06-2025,03-06-2025
2933,Q2934,morrisbryce@example.org,UI Feedback,Table headers not sticky.,Closed,26-03-2025,27-03-2025
2934,Q2935,emilylopez@example.net,Account Suspension,"Got auto-ban, never violated terms.",Closed,13-07-2025,16-07-2025
2935,Q2936,fitzgeraldtaylor@example.com,Billing Problem,Need clarification on currency charges.,Closed,16-05-2025,17-05-2025
2936,Q2937,youngmichele@example.net,Bug Report,Check/uncheck box not saving state.,Closed,28-05-2025,29-05-2025
2937,Q2938,vroach@example.net,Payment Failure,Need confirmation after retry.,Closed,16-07-2025,30-07-2025
2938,Q2939,roytaylor@example.org,Billing Problem,Invoice still shows old company name.,Closed,18-04-2025,03-05-2025
2939,Q2940,michelle13@example.net,Payment Failure,Charged twice for one payment.,Closed,12-04-2025,16-04-2025
2940,Q2941,dominichogan@example.net,UI Feedback,Color scheme hard to read in sunlight.,Closed,12-06-2025,18-06-2025
2941,Q2942,ascott@example.net,UI Feedback,Alignment issues in forms.,Closed,24-04-2025,26-04-2025
2942,Q2943,palmerkevin@example.com,Bug Report,Exported file missing columns.,Closed,16-02-2025,21-02-2025
2943,Q2944,aliciathompson@example.com,Payment Failure,Need confirmation after retry.,Closed,13-02-2025,22-02-2025
2944,Q2945,eric87@example.org,Data Export,Exported Excel has broken formatting.,Closed,02-02-2025,07-02-2025
2945,Q2946,chad31@example.net,Data Export,Export feature is not generating files.,Closed,20-05-2025,26-05-2025
2946,Q2947,matthew38@example.net,Data Export,Time range in export is incorrect.,Closed,22-07-2025,01-08-2025
2947,Q2948,canderson@example.com,Data Export,Need monthly data dump in CSV.,Closed,13-03-2025,18-03-2025
2948,Q2949,roymay@example.net,Technical Support,Getting JSON decode error.,Closed,08-06-2025,10-06-2025
2949,Q2950,omeyer@example.org,Account Suspension,Suspension mail was too vague.,Closed,14-05-2025,16-05-2025
2950,Q2951,kingstuart@example.org,Data Export,Fields are missing in exported report.,Closed,03-07-2025,11-07-2025
2951,Q2952,alexislittle@example.org,Technical Support,Error 500 on accessing dashboard.,Closed,13-02-2025,16-02-2025
2952,Q2953,xtorres@example.com,Account Suspension,Unjustified account suspension request.,Closed,15-04-2025,17-04-2025
2953,Q2954,megan13@example.org,Technical Support,Slow performance during peak hours.,Closed,26-07-2025,27-07-2025
2954,Q2955,sarathompson@example.com,Payment Failure,Charged twice for one payment.,Closed,16-07-2025,18-07-2025
2955,Q2956,christopher28@example.net,UI Feedback,Font inconsistent across pages.,Closed,24-05-2025,25-05-2025
2956,Q2957,gillnathaniel@example.com,Login Issue,Unable to login with correct credentials.,Closed,04-04-2025,05-04-2025
2957,Q2958,tammyclark@example.com,Account Suspension,Need reason for my suspension.,Closed,19-04-2025,26-04-2025
2958,Q2959,msandoval@example.org,Payment Failure,Payment success mail delayed.,Closed,18-07-2025,19-07-2025
2959,Q2960,tfreeman@example.org,Bug Report,Form validation not working properly.,Closed,24-06-2025,05-07-2025
2960,Q2961,alvaradosherry@example.com,Bug Report,Search bar resets randomly.,Closed,06-03-2025,09-03-2025
2961,Q2962,shepardjerry@example.com,Data Export,Need JSON export option.,Closed,08-06-2025,13-06-2025
2962,Q2963,mark95@example.org,Login Issue,Captcha keeps looping during login.,Closed,12-05-2025,13-05-2025
2963,Q2964,dramirez@example.com,Payment Failure,UPI transaction timed out.,Closed,16-07-2025,21-07-2025
2964,Q2965,anthony40@example.net,Account Suspension,Got a warning mail I don’t understand.,Closed,21-06-2025,02-07-2025
2965,Q2966,robert11@example.org,Bug Report,Check/uncheck box not saving state.,Closed,29-03-2025,30-03-2025
2966,Q2967,kirkcampbell@example.net,Billing Problem,Refund not credited after 7 days.,Closed,23-06-2025,24-06-2025
2967,Q2968,melissa33@example.org,Feature Request,Request feature to duplicate projects.,Closed,03-07-2025,04-07-2025
2968,Q2969,susan18@example.com,Account Suspension,Account banned during payment process.,Closed,06-03-2025,07-03-2025
2969,Q2970,carlwillis@example.org,Subscription Cancellation,Cannot downgrade before cancel.,Closed,15-06-2025,16-06-2025
2970,Q2971,taylormary@example.com,Feature Request,Request feature to duplicate projects.,Closed,21-04-2025,25-04-2025
2971,Q2972,rachael39@example.org,Feature Request,Add folder structure to organize data.,Closed,06-07-2025,11-07-2025
2972,Q2973,elizabeth87@example.org,Account Suspension,Appeal submitted but no response yet.,Closed,13-06-2025,15-06-2025
2973,Q2974,tuckerkimberly@example.org,Account Suspension,Suspension mail was too vague.,Closed,22-05-2025,27-05-2025
2974,Q2975,mullinsrebecca@example.org,Payment Failure,3D secure failed mid-payment.,Closed,09-02-2025,23-02-2025
2975,Q2976,umiller@example.org,Login Issue,Two-factor authentication is not sending code.,Closed,30-04-2025,10-05-2025
2976,Q2977,richard80@example.net,Account Suspension,Need help lifting restrictions.,Closed,13-05-2025,15-05-2025
2977,Q2978,wardchristopher@example.org,Payment Failure,Need confirmation after retry.,Closed,15-07-2025,16-07-2025
2978,Q2979,fray@example.com,Technical Support,Live chat not launching.,Closed,22-03-2025,23-03-2025
2979,Q2980,brianking@example.org,UI Feedback,Error messages not clear enough.,Closed,11-04-2025,13-04-2025
2980,Q2981,ggomez@example.net,Login Issue,Account locked after failed attempts.,Closed,12-06-2025,18-06-2025
2981,Q2982,ryan05@example.org,Account Suspension,Account banned during payment process.,Closed,29-03-2025,30-03-2025
2982,Q2983,smithmichael@example.net,Data Export,Export email not received.,Closed,01-06-2025,04-06-2025
2983,Q2984,donaldwerner@example.com,Bug Report,Color scheme inconsistent.,Closed,02-07-2025,15-07-2025
2984,Q2985,nquinn@example.com,UI Feedback,Filter section takes too much space.,Closed,04-04-2025,05-04-2025
2985,Q2986,kelly00@example.org,Account Suspension,Received policy violation but unclear why.,Closed,25-05-2025,01-06-2025
2986,Q2987,michaelflores@example.net,Bug Report,Filter not retaining after refresh.,Closed,20-02-2025,22-02-2025
2987,Q2988,ryanstanley@example.org,UI Feedback,Tooltips not displaying on hover.,Closed,10-04-2025,21-04-2025
2988,Q2989,dnorris@example.org,Account Suspension,Unjustified account suspension request.,Closed,29-01-2025,30-01-2025
2989,Q2990,hhill@example.org,Login Issue,Redirect loop after logging in.,Closed,19-07-2025,30-07-2025
2990,Q2991,rmills@example.org,Account Suspension,Need clarification on temporary lockout.,Closed,03-03-2025,05-03-2025
2991,Q2992,melanierowland@example.org,Data Export,Export email not received.,Closed,02-06-2025,09-06-2025
2992,Q2993,jillian42@example.com,Feature Request,Request feature to duplicate projects.,Closed,13-05-2025,15-05-2025
2993,Q2994,kevinsavage@example.net,Data Export,Fields are missing in exported report.,Closed,13-07-2025,24-07-2025
2994,Q2995,melissa23@example.com,Billing Problem,Promo code was not applied.,Closed,03-04-2025,14-04-2025
2995,Q2996,pamelajohnson@example.net,Bug Report,Blank screen after form submission.,Closed,26-06-2025,30-06-2025
2996,Q2997,alexandernicholas@example.net,Technical Support,Cannot upload files to cloud.,Closed,07-02-2025,10-02-2025
2997,Q2998,cameronmoon@example.com,Feature Request,Please add support for dark mode.,Closed,30-03-2025,02-04-2025
2998,Q2999,sandra11@example.org,Billing Problem,Late fee charged wrongly.,Closed,17-05-2025,01-06-2025
2999,Q3000,christopher08@example.org,Bug Report,Unable to delete old entries.,Closed,14-03-2025,18-03-2025
3000,Q3001,caitlyn50@example.com,Billing Problem,Unable to update billing address.,Closed,06-04-2025,14-04-2025
3001,Q3002,williamsjoseph@example.net,Subscription Cancellation,Still charged after cancellation.,Closed,03-04-2025,18-04-2025
3002,Q3003,madison85@example.org,Subscription Cancellation,Was offered discount after cancel — still charged full.,Closed,12-04-2025,28-04-2025
3003,Q3004,catherinehowell@example.com,Account Suspension,Need reason for my suspension.,Closed,13-04-2025,18-04-2025
3004,Q3005,juan74@example.net,Account Suspension,Received policy violation but unclear why.,Closed,24-02-2025,25-02-2025
3005,Q3006,nmcintyre@example.com,Account Suspension,Need reason for my suspension.,Closed,21-07-2025,30-07-2025
3006,Q3007,howardrussell@example.org,Technical Support,Live chat not launching.,Closed,18-07-2025,21-07-2025
3007,Q3008,ryanjames@example.net,Billing Problem,Charged extra on my last invoice.,Closed,24-05-2025,02-06-2025
3008,Q3009,alexanderlee@example.com,Billing Problem,Refund not credited after 7 days.,Closed,03-06-2025,18-06-2025
3009,Q3010,corteztracy@example.org,Subscription Cancellation,Still charged after cancellation.,Closed,27-06-2025,09-07-2025
3010,Q3011,bartonmatthew@example.org,Data Export,Export button missing from UI.,Closed,13-06-2025,14-06-2025
3011,Q3012,raymond43@example.com,Login Issue,Redirect loop after logging in.,Closed,08-05-2025,10-05-2025
3012,Q3013,kthompson@example.com,Payment Failure,Bank transaction shows pending.,Closed,31-03-2025,06-04-2025
3013,Q3014,emily21@example.com,Bug Report,Sidebar collapses on scroll.,Closed,21-05-2025,25-05-2025
3014,Q3015,ejohns@example.org,Feature Request,Suggesting calendar integration.,Closed,12-05-2025,18-05-2025
3015,Q3016,valerie64@example.com,Login Issue,Login working on browser but not app.,Closed,08-03-2025,18-03-2025
3016,Q3017,charlesgrant@example.org,Account Suspension,Account banned during payment process.,Closed,04-02-2025,16-02-2025
3017,Q3018,alexanderhenry@example.net,Account Suspension,Need reason for my suspension.,Closed,01-06-2025,09-06-2025
3018,Q3019,mark67@example.net,Payment Failure,3D secure failed mid-payment.,Closed,24-07-2025,30-07-2025
3019,Q3020,johnsonbrian@example.net,UI Feedback,Table headers not sticky.,Closed,18-06-2025,20-06-2025
3020,Q3021,jhanson@example.net,Payment Failure,Card declined despite funds.,Closed,12-02-2025,20-02-2025
3021,Q3022,petertownsend@example.org,Payment Failure,Payment gateway not redirecting.,Closed,30-03-2025,31-03-2025
3022,Q3023,kevin46@example.com,Billing Problem,Charged extra on my last invoice.,Closed,12-05-2025,19-05-2025
3023,Q3024,qmartinez@example.org,Feature Request,Add AI auto-suggestions for forms.,Closed,02-04-2025,11-04-2025
3024,Q3025,burchjody@example.org,UI Feedback,Sidebar hides important links.,Closed,22-06-2025,25-06-2025
3025,Q3026,etucker@example.net,Account Suspension,Appeal submitted but no response yet.,Closed,25-04-2025,05-05-2025
3026,Q3027,woodardjeffrey@example.com,Payment Failure,Charged twice for one payment.,Closed,06-05-2025,11-05-2025
3027,Q3028,glenda33@example.org,Payment Failure,Payment failed due to card error.,Closed,15-04-2025,19-04-2025
3028,Q3029,nchung@example.org,Subscription Cancellation,Subscription stuck in pending cancel state.,Closed,05-06-2025,08-06-2025
3029,Q3030,vwelch@example.com,Payment Failure,3D secure failed mid-payment.,Closed,05-02-2025,08-02-2025
3030,Q3031,tracylowe@example.com,Login Issue,Login working on browser but not app.,Closed,10-07-2025,14-07-2025
3031,Q3032,fowlernicole@example.net,Subscription Cancellation,Received cancellation email but charged again.,Closed,26-06-2025,07-07-2025
3032,Q3033,jonesdonald@example.net,Feature Request,Include a mobile-first UI option.,Closed,26-03-2025,08-04-2025
3033,Q3034,barrettcheryl@example.org,Bug Report,Reports section not opening.,Closed,07-02-2025,18-02-2025
3034,Q3035,nataliemack@example.com,Bug Report,Exported file missing columns.,Closed,13-03-2025,24-03-2025
3035,Q3036,markpatterson@example.net,Bug Report,Date selector not responsive.,Closed,21-03-2025,24-03-2025
3036,Q3037,jesusvelazquez@example.com,UI Feedback,Table headers not sticky.,Closed,14-06-2025,15-06-2025
3037,Q3038,owensvictoria@example.net,Bug Report,Dropdown not loading values.,Closed,16-06-2025,17-06-2025
